ucb,ts,ovr,egr,egr2,agr,agr2,efr,ac,aac,sft
25,25,25,25,24,26,25,50,50,50,25
20,20,20,20,21,19,20,50,50,50,20
27,27,27,27,30,28,27,50,50,50,27
23,23,23,23,23,25,23,50,50,50,23
20,20,20,20,23,29,20,50,50,50,20
24,24,24,24,23,24,24,50,50,50,24
24,24,24,24,22,30,24,50,50,50,24
23,23,23,23,26,23,23,50,50,50,23
22,22,22,22,20,24,22,50,50,50,22
27,27,27,27,25,25,27,50,50,50,27
20,20,20,20,19,27,20,50,50,50,20
30,30,30,30,27,25,30,50,50,50,30
31,31,31,31,28,27,31,50,50,50,31
24,24,24,24,25,23,24,50,50,50,24
17,17,17,16,18,24,17,50,50,50,17
27,27,27,27,27,26,27,50,50,50,27
38,38,38,38,36,15,38,50,50,50,38
26,26,26,27,26,22,26,50,50,50,26
27,27,27,27,26,28,27,50,50,50,27
31,31,31,31,33,25,31,50,50,50,31
23,23,23,23,23,24,23,50,50,50,23
29,29,29,28,25,31,29,50,50,50,29
22,22,22,22,20,20,22,50,50,50,22
24,24,24,26,28,26,24,50,50,50,24
26,26,26,26,25,31,26,50,50,50,26
23,23,23,23,24,22,23,50,50,50,23
25,25,25,26,26,22,25,50,50,50,25
22,22,22,22,23,25,22,50,50,50,22
22,22,22,21,22,23,22,50,50,50,22
23,23,23,23,23,21,23,50,50,50,23
28,28,28,28,25,27,28,50,50,50,28
25,25,25,25,25,29,25,50,50,50,25
24,24,24,23,25,21,24,50,50,50,24
24,24,24,25,25,25,24,50,50,50,24
29,29,29,29,29,24,29,50,50,50,29
25,25,25,24,24,25,25,50,50,50,25
30,30,30,30,27,27,30,50,50,50,30
28,28,28,28,28,15,28,50,50,50,28
29,29,29,29,27,24,29,50,50,50,29
31,31,31,31,25,25,32,50,50,50,31
26,26,26,26,29,27,26,50,50,50,26
28,28,28,28,26,24,28,50,50,50,28
18,18,18,18,21,18,18,50,50,50,18
32,32,32,33,31,24,32,50,50,50,32
25,25,25,25,31,25,25,50,50,50,25
23,23,23,23,21,22,23,50,50,50,23
28,28,28,28,32,29,28,50,50,50,28
